Ranks,School Name,20 Year Net ROI,Total 4 Year Cost,Graduation Rate,Typical Years to graduate,Average Loan Amount
1605,Georgian Court University (Private),"63,800","206,000",54,4,"30,200"
1606,William Peace University (Private),"63,000","180,000",42,4,"28,500"
1607,FreedHardeman University (Private),"62,400","140,000",58,4,"26,600"
1608,The University of Virginia's College at Wise (OutofState),"61,900","168,000",44,5,"19,400"
1609,SUNY at Fredonia (OutofState),"61,700","134,000",64,4,"27,200"
1610,Chestnut Hill College (Private),"61,500","212,000",56,4,"32,400"
1611,Reinhardt University (Private),"61,400","157,000",38,4,"26,900"
1612,Hope International University (Private),"61,300","190,000",54,6,"22,900"
1613,Bennett College (Private),"61,300","134,000",63,5,"21,700"
1614,Thiel College (Private),"61,200","191,000",53,4,"31,500"
1615,Clarke University (Private),"60,900","187,000",63,4,"17,600"
1616,SUNY Buffalo State (OutofState),"60,800","142,000",46,5,"25,400"
1617,Lincoln University (Missouri) (OutofState),"60,500","103,000",27,5,"22,700"
1618,Dillard University (Private),"60,200","135,000",51,5,"44,700"
1619,Northwestern College (Private),"59,900","177,000",68,4,"35,000"
1620,Houghton College (Private),"57,900","180,000",75,4,"32,100"
1621,Concord University (OutofState),"57,600","120,000",40,5,"30,600"
1622,Glenville State College (InState),"57,500","90,500",39,4,"25,200"
1623,Northern State University (OutofState),"57,300","98,700",48,5,"25,700"
1624,College of Saint Mary (Private),"56,900","136,000",57,4,"23,700"
1625,Savannah College of Art and Design (Private),"56,700","228,000",70,4,"48,000"
1626,Hamline University (Private),"56,600","212,000",70,4,"37,600"
1627,Western New Mexico University (OutofState),"56,500","119,000",34,5,"24,900"
1628,SUNY College at Cortland (OutofState),"56,300","139,000",71,4,"29,400"
1629,North Carolina Central University (OutofState),"56,300","143,000",49,5,"26,000"
1630,East Tennessee State University (OutofState),"56,000","164,000",50,5,"24,100"
1631,Mansfield University of Pennsylvania (OutofState),"55,900","143,000",51,4,"35,200"
1632,University of Maine at Farmington (InState),"55,600","89,500",58,4,"26,500"
1633,Rochester College (Private),"55,500","132,000",52,5,"32,400"
1634,Mount Aloysius College (Private),"55,000","155,000",48,4,"38,500"
1635,Ohio Wesleyan University (Private),"54,900","245,000",65,4,"30,800"
1636,William Jessup University (Private),"54,600","193,000",64,4,"29,000"
1637,Johnson C Smith University (Private),"54,500","130,000",49,4,"28,500"
1638,Eastern Mennonite University (Private),"54,400","202,000",58,4,"30,300"
1639,Edinboro University of Pennsylvania (InState),"54,200","101,000",44,4,"33,700"
1640,Bethel CollegeNorth Newton (Private),"54,200","169,000",44,4,"31,200"
1641,University of North Carolina at Pembroke (InState),"53,900","73,400",41,5,"22,000"
1642,Faulkner University (Private),"52,900","140,000",33,5,"35,700"
1643,Chaminade University of Honolulu (Private),"52,700","169,000",59,4,"26,300"
1644,University of Charleston (Private),"52,700","177,000",38,4,"26,700"
1645,Lynchburg College (Private),"52,400","209,000",58,4,"28,600"
1646,University of West Alabama (OutofState),"52,200","119,000",35,5,"28,900"
1647,Newberry College (Private),"51,800","163,000",54,5,"27,500"
1648,Jackson State University (InState),"51,600","95,000",38,5,"26,800"
1649,HannibalLaGrange University (Private),"51,400","140,000",41,4,"34,100"
1650,MacMurray College (Private),"50,700","153,000",47,4,"31,600"
1651,Missouri Baptist University (Private),"50,700","163,000",45,4,"29,400"
1652,Mississippi University for Women (InState),"49,200","78,700",40,5,"26,300"
1653,Mount Marty College (Private),"49,200","161,000",56,4,"29,500"
1654,Valley City State University (OutofState),"48,800","106,000",50,5,"21,900"
1655,Luther College (Private),"48,800","220,000",75,4,"35,800"
1656,Kentucky Wesleyan College (Private),"48,800","159,000",45,4,"19,000"
1657,Saint MaryoftheWoods College (Private),"48,300","181,000",56,4,"22,600"
1658,Indiana UniversitySoutheast (OutofState),"47,300","131,000",36,5,"21,200"
1659,University of Dubuque (Private),"47,000","174,000",43,4,"44,800"
1660,SUNY College at Potsdam (InState),"46,900","97,700",61,4,"26,900"
1661,Virginia Wesleyan College (Private),"46,600","201,000",48,4,"20,000"
1662,Averett University (Private),"46,600","188,000",42,4,"28,300"
1663,Savannah State University (InState),"46,200","68,400",29,5,"27,600"
1664,Earlham College (Private),"46,200","238,000",64,4,"21,800"
1665,LenoirRhyne University (Private),"45,300","208,000",52,4,"25,500"
1666,Virginia Union University (Private),"45,200","125,000",29,5,"29,100"
1667,CarsonNewman University (Private),"45,100","164,000",57,4,"24,700"
1668,Kansas Wesleyan University (Private),"44,900","169,000",42,4,"30,200"
1669,Randolph College (Private),"44,000","223,000",51,4,"31,400"
1670,Morehead State University (InState),"43,800","89,200",46,5,"24,000"
1671,Lynn University (Private),"43,800","224,000",51,4,"30,200"
1672,Cincinnati Christian University (Private),"43,400","129,000",50,4,"36,300"
1673,Johnson & Wales UniversityCharlotte (Private),"43,100","197,000",59,4,"31,900"
1674,Barton College (Private),"42,800","184,000",55,4,"29,600"
1675,Norfolk State University (OutofState),"42,300","148,000",36,5,"48,500"
1676,University of Arkansas at Pine Bluff (OutofState),"41,600","105,000",33,5,"24,700"
1677,La Roche College (Private),"41,500","173,000",55,4,"25,000"
1678,Multnomah University (Private),"41,200","165,000",55,4,"24,200"
1679,SUNY College of Agriculture and Technology at Cobleskill (OutofState),"40,700","141,000",44,4,"25,300"
1680,Edinboro University of Pennsylvania (OutofState),"40,700","114,000",44,4,"33,700"
1681,Adams State University (OutofState),"40,000","135,000",30,5,"24,700"
1682,Grambling State University (OutofState),"39,300","139,000",35,5,"27,300"
1683,Chadron State College (InState),"38,900","84,900",45,5,"24,000"
1684,Chadron State College (OutofState),"38,800","85,000",45,5,"24,000"
1685,Simpson University (Private),"38,800","169,000",45,4,"34,600"
1686,Ohio Christian University (Private),"38,700","136,000",32,4,"25,800"
1687,Concordia UniversityNebraska (Private),"38,200","172,000",64,4,"30,600"
1688,Central State University (InState),"38,200","76,900",28,5,"42,700"
1689,Albany State University (InState),"38,100","75,200",23,5,"24,600"
1690,The Sage Colleges (Private),"37,700","185,000",71,4,"31,400"
1691,Lock Haven University (OutofState),"37,000","145,000",54,4,"34,800"
1692,Lincoln Memorial University (Private),"36,400","149,000",55,4,"23,900"
1693,University of NorthwesternSt Paul (Private),"35,800","174,000",68,4,"39,900"
1694,University of Hawaii at Hilo (InState),"35,700","86,700",44,5,"24,400"
1695,Mount Mary University (Private),"34,800","184,000",65,5,"21,500"
1696,Guilford College (Private),"34,600","205,000",56,4,"26,500"
1697,Sul Ross State University (OutofState),"34,000","131,000",25,5,"24,900"
1698,Western State Colorado University (OutofState),"33,800","141,000",51,5,"26,200"
1699,University of PittsburghGreensburg (OutofState),"33,400","162,000",34,4,"29,300"
1700,Evangel University (Private),"32,400","146,000",56,4,"26,500"
1701,Wells College (Private),"31,500","212,000",55,4,"36,000"
1702,Central State University (OutofState),"30,500","84,600",28,5,"42,700"
1703,Castleton University (InState),"29,100","99,600",55,4,"37,800"
1704,Black Hills State University (InState),"29,000","84,200",38,5,"27,900"
1705,Mercyhurst University (Private),"29,000","211,000",68,4,"39,300"
1706,Glenville State College (OutofState),"28,900","119,000",39,4,"25,200"
1707,Finlandia University (Private),"28,600","145,000",37,5,"21,400"
1708,Hampshire College (Private),"27,900","268,000",63,4,"23,300"
1709,Alabama State University (InState),"27,800","85,300",33,5,"27,000"
1710,Mississippi University for Women (OutofState),"27,100","101,000",40,5,"26,300"
1711,Philander Smith College (Private),"26,800","103,000",44,4,"25,000"
1712,Schreiner University (Private),"26,200","159,000",45,4,"39,800"
1713,Morehead State University (OutofState),"26,100","107,000",46,5,"24,000"
1714,Goshen College (Private),"25,300","190,000",65,4,"26,100"
1715,East Texas Baptist University (Private),"25,100","153,000",44,4,"34,900"
1716,University of Pikeville (Private),"23,600","147,000",28,4,"12,300"
1717,Edward Waters College (Private),"23,400","102,000",26,4,"22,900"
1718,University of North Carolina at Pembroke (OutofState),"23,400","104,000",41,5,"22,000"
1719,Marywood University (Private),"22,800","205,000",68,4,"40,000"
1720,Olivet College (Private),"21,200","162,000",44,4,"69,700"
1721,Milligan College (Private),"21,000","174,000",63,4,"24,800"
1722,Gallaudet University (Private),"20,900","151,000",51,5,"21,100"
1723,Niagara University (Private),"20,300","193,000",73,4,"32,100"
1724,Charleston Southern University (Private),"19,200","161,000",41,4,"30,000"
1725,Point University (Private),"19,200","126,000",28,4,"37,900"
1726,Ohio Valley University (Private),"18,300","129,000",37,5,"26,300"
1727,Jackson State University (OutofState),"18,300","128,000",38,5,"26,800"
1728,University of Maine at Farmington (OutofState),"17,800","127,000",58,4,"26,500"
1729,Maryville College (Private),"17,400","199,000",51,4,"30,400"
1730,Robert Morris University Illinois (Private),"17,000","187,000",40,4,"25,900"
1731,Black Hills State University (OutofState),"16,900","96,300",38,5,"27,900"
1732,Notre Dame College (Private),"16,600","178,000",37,5,"28,500"
1733,Buena Vista University (Private),"16,500","186,000",60,4,"30,200"
1734,Johnson State College (InState),"16,300","101,000",40,4,"32,100"
1735,University of the Cumberlands (Private),"16,000","139,000",44,4,"33,300"
1736,Art Academy of Cincinnati (Private),"14,000","183,000",48,4,"23,200"
1737,Cheyney University of Pennsylvania (InState),"13,700","105,000",26,5,"27,400"
1738,ColbySawyer College (Private),"12,800","235,000",62,4,"39,100"
1739,Beloit College (Private),"11,900","242,000",75,4,"31,400"
1740,Alcorn State University (InState),"11,800","94,400",41,5,"24,400"
1741,Alcorn State University (OutofState),"11,800","94,400",41,5,"24,400"
1742,Fayetteville State University (InState),"10,900","66,900",34,5,"21,600"
1743,Calvary Bible College and Theological Seminary (Private),"9,800","75,600",36,5,"10,800"
1744,Elizabeth City State University (InState),"9,500","54,200",39,5,"21,000"
1745,SUNY College at Potsdam (OutofState),"7,800","137,000",61,4,"26,900"
1746,Asbury University (Private),"7,300","164,000",68,4,"29,100"
1747,Southern University at New Orleans (InState),"6,900","83,400",21,5,"22,000"
1748,Midway University (Private),"6,400","163,000",44,4,"25,800"
1749,Judson College (Private),"5,700","131,000",36,4,"28,400"
1750,University of North Carolina at Asheville (OutofState),"5,300","147,000",59,4,"24,300"
1751,Bay Path University (Private),"5,200","200,000",54,4,"33,400"
1752,Savannah State University (OutofState),"4,600","110,000",29,5,"27,600"
1753,Lake Erie College (Private),"4,400","181,000",47,4,"29,100"
1754,Kansas City Art Institute (Private),"4,300","219,000",61,4,"33,700"
1755,William Woods University (Private),"4,300","161,000",58,4,"38,600"
1756,The University of the Arts (Private),"1,400","266,000",61,4,"38,200"
